Annuncio,Link,Modello,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Venditore,CAP,Comune
BMW 118 118i 5p. Msport,https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-benzina-nero-37cc1d92-f79b-445d-bed6-85aab14d2eae,118i,25900.0,19,automatico,2023,Benzina,136.0,Rivenditore,10034,chivasso
BMW 118 118i 5p. Msport VIRTUAL,https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-virtual-benzina-bianco-b021e800-42e5-4a8b-a136-46237865f1a1,118i,24900.0,21,automatico,2023,Benzina,136.0,Rivenditore,10034,chivasso
BMW 116 d Msport M SPORT TELECAMERA UNICO PROPRIETARIO,https://www.autoscout24.it/annunci/bmw-116-d-msport-m-sport-telecamera-unico-proprietario-diesel-grigio-73f55b0e-8e71-42d3-b796-ecdfab34ffa1,116d,22990.0,70,automatico,2021,Diesel,136.0,Rivenditore,20900,monza
BMW 118 118i M Sport auto VARI COLORI DISPONIBILI,https://www.autoscout24.it/annunci/bmw-118-118i-m-sport-auto-vari-colori-disponibili-benzina-grigio-1705bf53-3a3d-4d0a-bb95-c53dc0ec6103,118i,26500.0,17,automatico,2022,Benzina,136.0,Rivenditore,37040,arcole
BMW 118 d M Sport Black Cromo Solo 58.000km 2021,https://www.autoscout24.it/annunci/bmw-118-d-m-sport-black-cromo-solo-58-000km-2021-diesel-bianco-e172f19a-4d00-4c27-a247-3b24b957a77d,118d,26900.0,58,automatico,2021,Diesel,136.0,Rivenditore,72018,san michele salentino
BMW 118 I M-SPORT LED NAVI VARI COLORI DISPONIBILI,https://www.autoscout24.it/annunci/bmw-118-i-m-sport-led-navi-vari-colori-disponibili-benzina-bianco-2810879d-5457-4041-9e9d-6fe6d3743d3e,118i,26500.0,17,automatico,2022,Benzina,136.0,Rivenditore,37040,arcole
BMW 118 118d Business Advantage auto,https://www.autoscout24.it/annunci/bmw-118-118d-business-advantage-auto-diesel-bianco-0a7057bb-bb9d-44ab-b016-d81a5362ead5,118d,18900.0,61,automatico,2022,Diesel,136.0,Rivenditore,35010,borgoricco
BMW 118 i 5p. SPORT EDITION PROMO SUMMER 2025!!,https://www.autoscout24.it/annunci/bmw-118-i-5p-sport-edition-promo-summer-2025-benzina-grigio-16aef594-f837-40f3-969d-541346b8d1eb,118i,23900.0,54,automatico,2023,Benzina,136.0,Rivenditore,30038,spinea
BMW 116 116d M SPORT F40 NEOPATENTATI GARANZIA,https://www.autoscout24.it/annunci/bmw-116-116d-m-sport-f40-neopatentati-garanzia-diesel-blu-azzurro-5f22ecbc-8333-4992-a231-da8b31209590,116d,23900.0,64,automatico,2020,Diesel,136.0,Rivenditore,24050,bariano
BMW 118d 5p. M Sport,https://www.autoscout24.it/annunci/bmw-118-118d-5p-m-sport-diesel-bianco-bebdf68f-8957-4e35-9ac3-ab43bb73562b,118d,,,automatico,,Diesel,136.0,Rivenditore,80147,napoli
BMW 120 120d xDrive 5p. Luxury,https://www.autoscout24.it/annunci/bmw-120-120d-xdrive-5p-luxury-diesel-bianco-fc7a712d-9402-4203-b171-3f67567cf7ce,120d xDrive,25500.0,58,automatico,2020,Diesel,136.0,Rivenditore,21052,busto arsizio
BMW 120 d Msport xdrive auto,https://www.autoscout24.it/annunci/bmw-120-d-msport-xdrive-auto-diesel-nero-a600b8b4-bf93-4fe8-ba98-502c9fa1cf3a,120d,31000.0,39,automatico,2020,Diesel,136.0,Rivenditore,20142,milano
BMW 118 D MSPORT 2.0cc 150CV,https://www.autoscout24.it/annunci/bmw-118-d-msport-2-0cc-150cv-diesel-grigio-d1056538-d38c-488d-a9d1-24a8e32d266b,118d,27990.0,49,automatico,2021,Diesel,136.0,Rivenditore,23030,bianzone
BMW 120 M-SPORT LED NAVI VARI COLORI E ALLESTIMENTI,https://www.autoscout24.it/annunci/bmw-120-m-sport-led-navi-vari-colori-e-allestimenti-benzina-bianco-accd540e-d4dd-469e-9d41-d86997be989c,,28900.0,18,automatico,2022,Benzina,136.0,Rivenditore,37040,arcole
BMW 118 i Sport Line LED NAVI VARI COLORI E ALLESTIMENTI,https://www.autoscout24.it/annunci/bmw-118-i-sport-line-led-navi-vari-colori-e-allestimenti-benzina-bianco-c1d939e4-090e-4881-ab6d-56bec3fd5904,118i,23400.0,19,automatico,2022,Benzina,136.0,Rivenditore,37040,arcole
BMW 118 118i 5p. Msport,https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-benzina-grigio-acebda7b-0d0d-4bf6-8f58-e620aef8784d,118i,26900.0,24,automatico,2022,Benzina,136.0,Rivenditore,10034,chivasso
BMW 118 d 5p. Msport Auto,https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-auto-diesel-nero-acc84f2c-4d20-4328-9ea9-6e92617deac5,118d,29900.0,27,automatico,2024,Diesel,136.0,Rivenditore,10156,torino
BMW 118 d 5p. Msport Auto,https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-auto-diesel-grigio-aef1b1a7-c2e3-45e6-a28b-efaa8b503e83,118d,29900.0,25,automatico,2024,Diesel,136.0,Rivenditore,10156,torino
BMW 120 i 5p. Sport Line Automatica,https://www.autoscout24.it/annunci/bmw-120-i-5p-sport-line-automatica-benzina-bianco-c2086a68-6494-43c0-9f23-9370ff82ee06,120i,27900.0,15,automatico,2023,Benzina,136.0,Rivenditore,21100,varese
BMW 118 D M-SPORT LED NAVI,https://www.autoscout24.it/annunci/bmw-118-d-m-sport-led-navi-diesel-bianco-70477622-c0e3-4646-9db2-aa2433239c43,118d,28900.0,18,automatico,2022,Diesel,136.0,Rivenditore,37040,arcole
BMW 116 i MSport auto,https://www.autoscout24.it/annunci/bmw-116-i-msport-auto-benzina-blu-azzurro-2bf6ccf8-585a-43af-a7db-0587721d3706,116i,27900.0,31,automatico,2023,Benzina,136.0,Rivenditore,66020,paglieta
BMW 120 220d Gran Coupé Msport CON PROMO PLUS PREMIUM,https://www.autoscout24.it/annunci/bmw-120-220d-gran-coupe-msport-con-promo-plus-premium-diesel-bianco-038ea17b-e216-40cb-9a45-af4a59192ce5,,26900.0,45,automatico,2023,Diesel,136.0,Rivenditore,15122,alessandria
"BMW 118 I Msport C.Lega17"" LED Clima2Zone M-Sport M Sport",https://www.autoscout24.it/annunci/bmw-118-i-msport-c-lega17-led-clima2zone-m-sport-m-sport-benzina-bianco-15a3f296-bcf7-4eca-8493-a01cd65a315b,118i,26900.0,22,automatico,2022,Benzina,136.0,Rivenditore,50013,campi bisenzio
BMW 120 Serie 1 F40 120d xdrive Msport auto,https://www.autoscout24.it/annunci/bmw-120-serie-1-f40-120d-xdrive-msport-auto-diesel-grigio-939b612f-4ca1-4b51-94f4-d867d70b981e,120d xDrive,28500.0,64,automatico,2020,Diesel,136.0,Rivenditore,20832,desio
BMW 118 118i 5p. Msport,https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-benzina-grigio-ba95434d-97a1-4d9a-b9b5-8c50620908bd,118i,28900.0,16,automatico,2024,Benzina,136.0,Rivenditore,10034,chivasso
BMW 118 118d Msport AUTO CON NAVI E CARPLAY,https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-con-navi-e-carplay-diesel-nero-da6bb11b-35ef-4d9b-8b53-036e7bd1938d,118d,29990.0,15,automatico,2024,Diesel,136.0,Rivenditore,4100,latina
BMW 116 116d Msport auto,https://www.autoscout24.it/annunci/bmw-116-116d-msport-auto-diesel-grigio-d82047d4-dba7-4aa6-ba4c-c6954bb2f108,116d,26800.0,39,automatico,2021,Diesel,136.0,Rivenditore,74121,taranto
"BMW 118i Msport 5p auto CERCHI 19"" FRENI M SPORT",https://www.autoscout24.it/annunci/bmw-118-118i-msport-5p-auto-cerchi-19-freni-m-sport-benzina-nero-4f1f52a8-406c-40ef-a8ad-b080ff9dbc96,118i,,,automatico,,Benzina,136.0,Rivenditore,27010,albuzzano
BMW 116 d 5p. Msport,https://www.autoscout24.it/annunci/bmw-116-d-5p-msport-diesel-nero-a764bdcb-0367-42a7-a027-dcbf417d65ee,116d,22900.0,69,automatico,2021,Diesel,136.0,Rivenditore,73100,lecce
BMW 118 118d 5P Sport auto my18 150cv E6D '17 PDC Navi IVA,https://www.autoscout24.it/annunci/bmw-118-118d-5p-sport-auto-my18-150cv-e6d-17-pdc-navi-iva-diesel-nero-72c60ec8-6375-4f28-bab8-0605d73c5455,118d,20250.0,66,automatico,2020,Diesel,136.0,Rivenditore,31015,conegliano
BMW 120 5-porte 120d Msport xdrive auto,https://www.autoscout24.it/annunci/bmw-120-5-porte-120d-msport-xdrive-auto-diesel-bianco-cc5708ff-f1cd-4a3c-8f5f-111bba0ecbe1,120d,31100.0,41,automatico,2021,Diesel,136.0,Rivenditore,6073,corciano
BMW 118 118 i 5p. Msport M-sport *SCONTO IMMEDIATO*,https://www.autoscout24.it/annunci/bmw-118-118-i-5p-msport-m-sport-sconto-immediato-benzina-nero-e1054a9a-c2c7-48ef-9af8-7cc6dfc39472,118i,29890.0,9,automatico,2024,Benzina,136.0,Rivenditore,35129,padova
BMW 118 i 5p. 136CV Msport Steptronic *PROMO PARISI GROUP*,https://www.autoscout24.it/annunci/bmw-118-i-5p-136cv-msport-steptronic-promo-parisi-group-benzina-nero-22381335-4f49-4c71-956b-7e60bede2220,118i,27900.0,20,automatico,2024,Benzina,136.0,Rivenditore,20900,monza
BMW 120 d xDrive 5p. AUTO/TETTO/NAVI/HARMANKARDON/CAMERA,https://www.autoscout24.it/annunci/bmw-120-d-xdrive-5p-auto-tetto-navi-harmankardon-camera-diesel-grigio-cd5c3eb5-a4dd-48b0-952c-9a26698124a2,120d xDrive,27500.0,40,automatico,2021,Diesel,136.0,Rivenditore,40132,bologna
BMW 116 d Msport auto,https://www.autoscout24.it/annunci/bmw-116-d-msport-auto-diesel-nero-2d7ed005-9945-4e00-b561-c6003f120da7,116d,24999.0,65,automatico,2021,Diesel,136.0,Rivenditore,35030,baone
BMW 118 118i Msport 136cv Tettino-Led-Virtual-16.000km.!!,https://www.autoscout24.it/annunci/bmw-118-118i-msport-136cv-tettino-led-virtual-16-000km-benzina-blu-azzurro-04fe6a9a-98ad-46ce-a97a-b977563ec39a,118i,28490.0,15,automatico,2022,Benzina,136.0,Rivenditore,86017,sepino
BMW 116 d Msport,https://www.autoscout24.it/annunci/bmw-116-d-msport-diesel-nero-2ffe2b0d-1e4b-48f6-aa20-2d504c592e22,116d,23000.0,67,automatico,2021,Diesel,136.0,Rivenditore,50059,vinci
BMW 118 118 i 5p. Msport M-sport *SCONTO IMMEDIATO*,https://www.autoscout24.it/annunci/bmw-118-118-i-5p-msport-m-sport-sconto-immediato-benzina-grigio-d8388386-2468-4daa-934b-394c5899e011,118i,29890.0,8,automatico,2024,Benzina,136.0,Rivenditore,35129,padova
BMW 118 i 5p. M sport NAVI AUTOMATICA,https://www.autoscout24.it/annunci/bmw-118-i-5p-m-sport-navi-automatica-benzina-blu-azzurro-40ca35b0-951d-43b4-bccc-fd44a69e9f27,118i,26500.0,67,automatico,2021,Benzina,136.0,Rivenditore,21100,varese
BMW 116 116d Advantage auto,https://www.autoscout24.it/annunci/bmw-116-116d-advantage-auto-diesel-bianco-99d2187a-5e2d-4b7a-a27b-62863386d001,116d,25900.0,4,automatico,2024,Diesel,136.0,Rivenditore,16163,genova
BMW 118 118i 5p. Msport VIRTUAL,https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-virtual-benzina-bianco-21e0a83d-a986-4970-9317-575d7934d49f,118i,26900.0,19,automatico,2023,Benzina,136.0,Rivenditore,10034,chivasso
BMW 118 118d Msport auto,https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-diesel-bianco-ca5fbda4-7625-4c14-93ad-a303e4fdcc6f,118d,27500.0,56,automatico,2020,Diesel,136.0,Rivenditore,51016,montecatiniterme
BMW 116 116d 5p. Business Advantage,https://www.autoscout24.it/annunci/bmw-116-116d-5p-business-advantage-diesel-nero-61e562d4-cfc1-4d53-a48d-e4697f1538a4,116d,20690.0,62,automatico,2021,Diesel,136.0,Rivenditore,30173,venezia
BMW 118 118 i M sport,https://www.autoscout24.it/annunci/bmw-118-118-i-m-sport-benzina-grigio-f7e7cc10-6e73-4761-aa45-65a4764a2aeb,118i,29000.0,4,automatico,2024,Benzina,136.0,Rivenditore,21053,castellanza
BMW 116 d 5p. Msport,https://www.autoscout24.it/annunci/bmw-116-d-5p-msport-diesel-nero-1861f066-54ce-4ae9-90d8-5bec2f61892a,116d,22900.0,52,automatico,2020,Diesel,136.0,Rivenditore,15033,casale monferrato
BMW 118 118i 5p. Business Advantage VIRTUAL,https://www.autoscout24.it/annunci/bmw-118-118i-5p-business-advantage-virtual-benzina-blu-azzurro-2657d877-83f5-47d3-b462-9cfc31d69dce,118i,21900.0,25,automatico,2022,Benzina,136.0,Rivenditore,10034,chivasso
BMW i Sport,https://www.autoscout24.it/annunci/bmw-116-i-sport-benzina-blu-azzurro-12ecea2d-be44-48a9-892e-82430e61e194,116i,,,automatico,,Benzina,136.0,Rivenditore,41123,modena
BMW 116 i auto,https://www.autoscout24.it/annunci/bmw-116-i-auto-benzina-17f3b608-cd87-47af-a303-e4e55b7e7735,116i,22700.0,16,automatico,2022,Benzina,136.0,Rivenditore,57121,livorno
BMW 116 d Msport auto,https://www.autoscout24.it/annunci/bmw-116-d-msport-auto-diesel-nero-e886b4de-c78d-4809-a186-0aaaa19ea5f5,116d,25900.0,52,automatico,2021,Diesel,136.0,Rivenditore,81030,cancello ed arnone
BMW 116 Serie 1 116i Advantage,https://www.autoscout24.it/annunci/bmw-116-serie-1-116i-advantage-benzina-grigio-f7ed4683-6115-4de1-bcee-d52e6e883120,116i,24900.0,41,automatico,2023,Benzina,136.0,Rivenditore,73039,tricase
BMW 116 116d 5p. M Sport Aut.,https://www.autoscout24.it/annunci/bmw-116-116d-5p-m-sport-aut-diesel-bianco-85efce1f-cb08-405b-ba52-6664f401e2b8,116d,27950.0,34,automatico,2021,Diesel,136.0,Rivenditore,156,roma
BMW 118 d Advantage auto *PREZZO REALE*,https://www.autoscout24.it/annunci/bmw-118-d-advantage-auto-prezzo-reale-diesel-rosso-3f6ea929-88ad-48ab-b3ba-b18db767d396,118d,22900.0,48,automatico,2020,Diesel,136.0,Rivenditore,20215,
BMW 116 116d 5p. Msport,https://www.autoscout24.it/annunci/bmw-116-116d-5p-msport-diesel-bianco-06c52022-d609-4d77-86e5-31f1a1c295fd,116d,26500.0,59,automatico,2022,Diesel,136.0,Rivenditore,41012,carpi
BMW 118 118i Msport,https://www.autoscout24.it/annunci/bmw-118-118i-msport-benzina-blu-azzurro-7b3c8137-0d9b-4f09-ad28-9f05c3c10ecc,118i,28699.0,27,automatico,2022,Benzina,136.0,Rivenditore,10092,beinasco
BMW 116 NEOPATENTATI*STUPENDA PERIZIATA/CERTIFICATA DEKRA,https://www.autoscout24.it/annunci/bmw-116-neopatentati-stupenda-periziata-certificata-dekra-diesel-nero-684b70fb-b4c1-42a7-907b-243e057e1740,,24350.0,53,automatico,2023,Diesel,136.0,Rivenditore,31015,conegliano
BMW 120 d Advantage xdrive auto,https://www.autoscout24.it/annunci/bmw-120-d-advantage-xdrive-auto-diesel-blu-azzurro-3363e8eb-e6df-4e9a-ab89-16ec7c4a2560,120d,30980.0,21,automatico,2024,Diesel,136.0,Rivenditore,178,roma
BMW 118 5-porte 118d ColorVision Edition auto,https://www.autoscout24.it/annunci/bmw-118-5-porte-118d-colorvision-edition-auto-diesel-nero-bfbb71a3-5b71-4a74-bde0-4120ba146119,118d,32500.0,16,automatico,2024,Diesel,136.0,Rivenditore,6073,corciano
BMW 116 (F40) 116d 5p. Business Advantage,https://www.autoscout24.it/annunci/bmw-116-f40-116d-5p-business-advantage-diesel-bianco-317a6539-ed8f-4ab1-8fb4-a1753e6303d1,116d,24400.0,44,automatico,2021,Diesel,136.0,Rivenditore,6132,perugia
"BMW 118 bz Msport CAMBIO AUTO CERCHI 17,NAVI,LED,AZIENDALE",https://www.autoscout24.it/annunci/bmw-118-bz-msport-cambio-auto-cerchi-17-navi-led-aziendale-benzina-nero-84f70d3c-cc75-4a5c-acbc-53444acdb877,,29900.0,21,automatico,2024,Benzina,136.0,Rivenditore,25010,acquafredda
BMW 116 d Msport,https://www.autoscout24.it/annunci/bmw-116-d-msport-diesel-bianco-06db2332-6666-4587-bc24-427ab637d580,116d,29900.0,33,automatico,2023,Diesel,136.0,Rivenditore,50059,vinci
BMW 118 d 5p. Msport Steptronic *PROMO PARISI GROUP*,https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-steptronic-promo-parisi-group-diesel-bianco-8ad19b7a-ad4c-451a-86e5-e24d278f2ccd,118d,27850.0,17,automatico,2024,Diesel,136.0,Rivenditore,20863,concorezzo
BMW 118 i Sport auto,https://www.autoscout24.it/annunci/bmw-118-i-sport-auto-benzina-nero-35a2f375-143b-4e63-a932-a287def3b581,118i,17000.0,53,automatico,2020,Benzina,136.0,Rivenditore,20142,milano
BMW 118 118i 5p. Msport,https://www.autoscout24.it/annunci/bmw-118-118i-5p-msport-benzina-bianco-25e6c63f-5343-4621-9c3c-7f4453b44b70,118i,26500.0,21,automatico,2021,Benzina,136.0,Rivenditore,25017,lonato garda
BMW 118 118i 5p. M Sport,https://www.autoscout24.it/annunci/bmw-118-118i-5p-m-sport-benzina-blu-azzurro-ac579424-e1cc-4a87-93d8-2f96a4cdd2d5,118i,22700.0,53,automatico,2020,Benzina,136.0,Rivenditore,40133,bologna
BMW 118 Serie 1 118d M Sport M Sport Automatico,https://www.autoscout24.it/annunci/bmw-118-serie-1-118d-m-sport-m-sport-automatico-diesel-nero-28482cb6-5ade-4583-8117-e4868dc4c4d3,118d,21990.0,41,automatico,2022,Diesel,136.0,Rivenditore,59013,montemurlo
BMW d Msport auto UNICO PROPRIETARIO OK NEOPATENTATI,https://www.autoscout24.it/annunci/bmw-116-d-msport-auto-unico-proprietario-ok-neopatentati-diesel-bianco-042f4e0d-8b92-4594-9a69-8613d77d71f0,116d,,,automatico,,Diesel,136.0,Rivenditore,20811,cesano maderno
BMW 118 d Serie 1 F40 Sport auto,https://www.autoscout24.it/annunci/bmw-118-d-serie-1-f40-sport-auto-diesel-bianco-1718c10d-59c0-4429-977c-dac9df495971,118d,22999.0,59,automatico,2021,Diesel,136.0,Rivenditore,59100,prato
BMW 118 i 5p. M SPORT F40 Aut TOP!!!,https://www.autoscout24.it/annunci/bmw-118-i-5p-m-sport-f40-aut-top-benzina-nero-ac3e521a-3b50-41d7-999f-9646c5eab479,118i,21900.0,40,automatico,2020,Benzina,136.0,Rivenditore,178,roma
"BMW 116 i 5p. Msport ""GARANZIA CASA MADRE""",https://www.autoscout24.it/annunci/bmw-116-i-5p-msport-garanzia-casa-madre-benzina-grigio-ae68284c-fa4e-4409-8687-d3992ef63bcd,116i,23900.0,26,automatico,2022,Benzina,136.0,Rivenditore,43126,parma
BMW 120 120d M-SPORT/SEDILI A GUSCIO,https://www.autoscout24.it/annunci/bmw-120-120d-m-sport-sedili-a-guscio-diesel-nero-eff2ece7-da18-46da-a804-fa004dde3f7f,120d,29000.0,55,automatico,2020,Diesel,136.0,Rivenditore,12038,savigliano
BMW 116 d Msport auto,https://www.autoscout24.it/annunci/bmw-116-d-msport-auto-diesel-grigio-0acb9e21-ee98-48a7-b6c4-b0adf93fbbf2,116d,23000.0,47,automatico,2023,Diesel,136.0,Rivenditore,20142,milano
BMW 118 d 5p. Msport Aut.,https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-aut-diesel-bianco-a72c6815-2bde-4b03-a096-835295739fe6,118d,25900.0,65,automatico,2021,Diesel,136.0,Rivenditore,36100,vicenza
BMW 116 d Msport auto,https://www.autoscout24.it/annunci/bmw-116-d-msport-auto-diesel-831694fd-9820-4f81-82e8-defa63b66599,116d,23000.0,48,automatico,2021,Diesel,136.0,Rivenditore,20142,milano
BMW 118 Serie 1 F40 118d Msport auto,https://www.autoscout24.it/annunci/bmw-118-serie-1-f40-118d-msport-auto-diesel-bianco-c813e9c7-56da-4407-8ec0-38c0cb246fb1,118d,28000.0,55,automatico,2021,Diesel,136.0,Rivenditore,60,canale monterano
BMW 118 d Msport auto,https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-9b552e80-0d3e-4d19-9a40-2d2d0929ddd1,118d,26000.0,11,automatico,2024,Diesel,136.0,Rivenditore,20142,milano
BMW 118 I M-SPORT LED NAVI VARI COLORI E ALLESTIMENTI,https://www.autoscout24.it/annunci/bmw-118-i-m-sport-led-navi-vari-colori-e-allestimenti-benzina-grigio-2436436c-2fd5-45e6-ac08-885039f96191,118i,26500.0,19,automatico,2023,Benzina,136.0,Rivenditore,37040,arcole
BMW 120 d xDrive 5p. Msport Unicoproprietario,https://www.autoscout24.it/annunci/bmw-120-d-xdrive-5p-msport-unicoproprietario-diesel-blu-azzurro-66d76e60-553a-4d59-82d3-a95d8a1b8c72,120d xDrive,29900.0,60,automatico,2022,Diesel,136.0,Rivenditore,33097,spilimbergo
BMW 118 Serie 1 F40 118d Color Vision Edition auto 150cv,https://www.autoscout24.it/annunci/bmw-118-serie-1-f40-118d-color-vision-edition-auto-150cv-diesel-nero-30fcc6a7-84ba-42bf-99db-df24603d468c,118d,22500.0,66,automatico,2020,Diesel,136.0,Rivenditore,10,casape
BMW 116 116d Msport auto,https://www.autoscout24.it/annunci/bmw-116-116d-msport-auto-diesel-nero-37eb8afa-5bb8-4a69-a0be-ec58f7d2ebb4,116d,25900.0,55,automatico,2021,Diesel,136.0,Rivenditore,37138,verona
BMW 118 d 5p. Msport CAMBIO AUTOMATICO,https://www.autoscout24.it/annunci/bmw-118-d-5p-msport-cambio-automatico-diesel-grigio-18c6fb06-2b72-44b9-9a71-db788de6ec40,118d,26000.0,64,automatico,2021,Diesel,136.0,Rivenditore,159,roma
BMW 118 118d 5p. M Sport,https://www.autoscout24.it/annunci/bmw-118-118d-5p-m-sport-diesel-grigio-f5f7e3cd-8365-4f94-8b8f-37ad97177f36,118d,26960.0,67,automatico,2021,Diesel,136.0,Rivenditore,21047,saronno
"BMW 116 116d 5p auto CERCHI 18""-PDC-NAVY-CRUISE-CAR PLAY",https://www.autoscout24.it/annunci/bmw-116-116d-5p-auto-cerchi-18-pdc-navy-cruise-car-play-diesel-grigio-b86cc4c2-1e6c-433a-9be2-8dc74e8d456c,116d,22900.0,68,automatico,2021,Diesel,136.0,Rivenditore,39100,bolzano
BMW 116 d 5p. Msport Automatica,https://www.autoscout24.it/annunci/bmw-116-d-5p-msport-automatica-diesel-nero-a8fb026d-fd76-4904-9881-6ff8bbe9b221,116d,26900.0,62,automatico,2021,Diesel,136.0,Rivenditore,40026,imola
BMW 116 116d Msport auto PERMUTE IVA ESPOSTA OK NEOPAT.,https://www.autoscout24.it/annunci/bmw-116-116d-msport-auto-permute-iva-esposta-ok-neopat-diesel-bianco-28a37e21-c10a-42b8-813f-2841c1a86ece,116d,23990.0,48,automatico,2023,Diesel,136.0,Rivenditore,43122,parma
BMW 150 D cv MSPORT AUTOM,https://www.autoscout24.it/annunci/bmw-118-150-d-cv-msport-autom-diesel-blu-azzurro-9c06c7b8-f929-40b0-b5a2-afe026b60a98,,,,automatico,,Benzina,136.0,Rivenditore,58100,grosseto
BMW 118 118d 5p. MSport Pro,https://www.autoscout24.it/annunci/bmw-118-118d-5p-msport-pro-diesel-grigio-90357643-de1d-43ee-b95e-e0ad05dcf969,118d,28900.0,68,automatico,2021,Diesel,136.0,Rivenditore,72018,san michele salentino
BMW 118 118i Business Advantage 136cv auto,https://www.autoscout24.it/annunci/bmw-118-118i-business-advantage-136cv-auto-benzina-nero-b429a563-aa16-43bc-9833-ddf06e175e44,118i,25000.0,12,automatico,2024,Benzina,136.0,Rivenditore,10038,verolengo
"BMW 120 120i Msport auto Shadow line 2020 178cv 18""",https://www.autoscout24.it/annunci/bmw-120-120i-msport-auto-shadow-line-2020-178cv-18-benzina-nero-7f55b115-6148-4da4-aad9-300bfbc7237d,120i,24900.0,66,automatico,2020,Benzina,136.0,Rivenditore,77,monte compatri
BMW 118 118d Msport auto,https://www.autoscout24.it/annunci/bmw-118-118d-msport-auto-diesel-bianco-d247915f-00c7-4211-b2d9-02c1f0a7a0c9,118d,26999.0,50,automatico,2021,Diesel,136.0,Rivenditore,42016,guastalla
BMW 116 i 5p. Advantage Aut.,https://www.autoscout24.it/annunci/bmw-116-i-5p-advantage-aut-benzina-bianco-36e37b1b-f487-4599-85d8-9ef818244abf,116i,20900.0,45,automatico,2022,Benzina,136.0,Rivenditore,36100,vicenza
BMW 118 d Msport auto,https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-bianco-323424b3-e19a-48f1-a2a7-bf64171034b2,118d,26960.0,66,automatico,2022,Diesel,136.0,Rivenditore,138,roma
"BMW 118 i Business Advantage ""18 Msport/Navi/Park/OK NEOP",https://www.autoscout24.it/annunci/bmw-118-i-business-advantage-18-msport-navi-park-ok-neop-benzina-grigio-2d291dd2-5285-42e7-832e-1c413b33ad77,118i,19700.0,62,automatico,2021,Benzina,136.0,Rivenditore,12038,savigliano
BMW 116 d Business Advantage,https://www.autoscout24.it/annunci/bmw-116-d-business-advantage-diesel-bianco-fb3bcd36-f550-4fcb-a31c-0b4016f682a6,116d,19900.0,64,automatico,2020,Diesel,136.0,Rivenditore,41123,modena
BMW 120 120d xdrive Msport auto,https://www.autoscout24.it/annunci/bmw-120-120d-xdrive-msport-auto-diesel-nero-11aed7a5-9c56-48d6-8845-970c16bbbfea,120d xDrive,29900.0,49,automatico,2022,Diesel,136.0,Rivenditore,10153,torino
BMW 116 d 5p. Msport Exterior - MSPORT EXTERIOR -,https://www.autoscout24.it/annunci/bmw-116-d-5p-msport-exterior-msport-exterior-diesel-grigio-76761e13-a276-4381-ac67-ccb61382e6b0,116d,24900.0,52,automatico,2023,Diesel,136.0,Rivenditore,35043,monselice
BMW 118 i Msport 136cv auto,https://www.autoscout24.it/annunci/bmw-118-i-msport-136cv-auto-benzina-blu-azzurro-5456a915-1139-4a77-85cb-44f9383654d0,118i,21900.0,61,automatico,2021,Benzina,136.0,Rivenditore,33080,andreis
BMW 118 d 5p. M SPORT F40 VirtualCock + Shadow line,https://www.autoscout24.it/annunci/bmw-118-d-5p-m-sport-f40-virtualcock-shadow-line-diesel-grigio-8b7f9723-3639-4ac0-946a-f789441397d0,118d,23900.0,70,automatico,2022,Diesel,136.0,Rivenditore,178,roma
BMW 118 i Msport 136cv Auto PREZZO PROMO,https://www.autoscout24.it/annunci/bmw-118-i-msport-136cv-auto-prezzo-promo-benzina-nero-12ea19d2-6fe2-45d4-b7a2-8b5301ff4108,118i,28800.0,30,automatico,2022,Benzina,136.0,Rivenditore,20821,meda
BMW 116 d 5p. Msport,https://www.autoscout24.it/annunci/bmw-116-d-5p-msport-diesel-bianco-f6db50d8-0167-488b-9d0f-1f7291e4b8f9,116d,24900.0,52,automatico,2022,Diesel,136.0,Rivenditore,20161,milano
BMW 116 Serie 1 116d M Sport Automatico,https://www.autoscout24.it/annunci/bmw-116-serie-1-116d-m-sport-automatico-diesel-blu-azzurro-700be428-0ee6-479e-bcc5-626f4c3770e6,116d,20990.0,41,automatico,2022,Diesel,136.0,Rivenditore,59013,montemurlo
BMW 118 d Msport auto,https://www.autoscout24.it/annunci/bmw-118-d-msport-auto-diesel-bianco-bbfd2aca-d1c9-4e9e-b99f-61166ee55bf7,118d,27000.0,12,automatico,2024,Diesel,136.0,Rivenditore,20142,milano
BMW 116 5-porte 116d Msport auto,https://www.autoscout24.it/annunci/bmw-116-5-porte-116d-msport-auto-diesel-grigio-8e7405d2-fbd8-47e0-957a-cfffa17e3707,116d,31500.0,20,automatico,2023,Diesel,136.0,Rivenditore,6073,corciano
