Annuncio,Link,Modello,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Venditore,CAP,Comune
Audi A3 sportback 35 1.5 tfsi mhev business advanced s tro,https://www.autoscout24.it/annunci/audi-a3-sportback-35-1-5-tfsi-mhev-business-advanced-s-tro-elettrica-benzina-argento-a038fc50-806c-4389-bd75-a2f6792c15af,,31500.0,7400,automatico,2023,Ibrido,110.0,Rivenditore,30174,venezia
Audi A3 sportback 35 2.0 tdi S-LINE EDITION s tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-35-2-0-tdi-s-line-edition-s-tronic-diesel-blu-azzurro-9167efd1-8ad8-4da5-b64e-d9941f04ece3,,32800.0,17526,automatico,2024,Diesel,110.0,Rivenditore,10095,grugliasco
Audi A3 4ª serie SPB Sportback 30 TDI S tronic S line edi,https://www.autoscout24.it/annunci/audi-a3-4-serie-spb-sportback-30-tdi-s-tronic-s-line-edi-diesel-bianco-5b2da1d9-bca6-433d-bc72-1a3f65f67048,30 TDI,33800.0,8600,automatico,2024,Diesel,110.0,Rivenditore,55100,lucca
Audi A3 SPB 45 TFSI e S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-45-tfsi-e-s-tronic-s-line-edition-elettrica-benzina-nero-952cba29-1062-4629-8550-6304b81db575,45 TFSI,38400.0,19209,automatico,2024,Ibrido,110.0,Rivenditore,41126,modena
Audi A3 35 TFSi S-Tronic MY 25 Facelift Business Advance,https://www.autoscout24.it/annunci/audi-a3-35-tfsi-s-tronic-my-25-facelift-business-advance-elettrica-benzina-nero-991cb760-ef64-4e87-b8f9-206856700ef7,35 TFSI,36890.0,13,automatico,,Ibrido,110.0,Rivenditore,25124,brescia
Audi A3 35 TFSI S Tronic MY25 restyling - PREZZO REALE,https://www.autoscout24.it/annunci/audi-a3-35-tfsi-s-tronic-my25-restyling-prezzo-reale-elettrica-benzina-bianco-ea50a0b3-2b39-4531-adde-83948b210b92,35 TFSI,31890.0,18736,automatico,2025,Ibrido,110.0,Rivenditore,39100,bolzano
Audi A3 35 TFSi S-Tronic MY25 Restyling,https://www.autoscout24.it/annunci/audi-a3-35-tfsi-s-tronic-my25-restyling-elettrica-benzina-bianco-22262318-e0fe-4b16-80b1-8a247610319d,35 TFSI,32500.0,10894,automatico,2024,Ibrido,110.0,Rivenditore,25124,brescia
Audi A3 NEW AUDI  35 TDI S line S-Tronic#TETTO,https://www.autoscout24.it/annunci/audi-a3-new-audi-35-tdi-s-line-s-tronic-tetto-diesel-grigio-fe10b6c9-49f8-4d93-b3b4-ff8dd55fb57a,35 TDI,39990.0,1,automatico,2024,Diesel,110.0,Rivenditore,80048,sant anastasia
Audi A3 35 TFSI S Tronic MY25 restyling - PREZZO REALE,https://www.autoscout24.it/annunci/audi-a3-35-tfsi-s-tronic-my25-restyling-prezzo-reale-benzina-nero-88cb8b49-232c-4d10-a510-ddc790fee53c,35 TFSI,36890.0,10,automatico,2025,Benzina,110.0,Rivenditore,39100,bolzano
Audi A3 Sedan 2.0 tdi S line edition 150cv s-tronic,https://www.autoscout24.it/annunci/audi-a3-sedan-2-0-tdi-s-line-edition-150cv-s-tronic-diesel-blu-azzurro-ebc9bac0-034c-48d1-8708-c32ee0c60472,,38500.0,13000,automatico,2024,Diesel,110.0,Rivenditore,61122,pesaro
Audi A3 sportback 35 1.5 tfsi mhev s line edition s-tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-35-1-5-tfsi-mhev-s-line-edition-s-tronic-elettrica-benzina-grigio-5babd23a-9bdf-45ca-8eaa-ad0e3a38bffc,,33990.0,18400,automatico,2024,Ibrido,110.0,Rivenditore,31015,conegliano
Audi A3 A3 Sportback 30 2.0 tdi S line edition s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-30-2-0-tdi-s-line-edition-s-tronic-diesel-bianco-86381e6e-e55d-45cc-8e40-3cc8092ece16,,32100.0,16000,automatico,2023,Diesel,110.0,Rivenditore,122,roma
Audi A3 SPB 35 TDI S tronic S line edition Restyling,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-s-line-edition-restyling-diesel-grigio-443a8672-25e8-4f9e-9358-19195ea5f045,35 TDI,34900.0,19000,automatico,2024,Diesel,110.0,Rivenditore,10156,torino
Audi A3 35 2.0 tdi S line edition s-tronic,https://www.autoscout24.it/annunci/audi-a3-35-2-0-tdi-s-line-edition-s-tronic-diesel-grigio-3abeeafe-1de8-4fbc-b92f-412695114b42,,37990.0,10098,automatico,2025,Diesel,110.0,Rivenditore,31012,cappella maggiore
Audi A3 SPB 35 TDI S tronic S line *SCONTO IMMEDIATO*,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-s-line-sconto-immediato-diesel-grigio-ebc9d0d8-667f-4a64-8f2a-84375233641c,35 TDI,35890.0,9998,automatico,2024,Diesel,110.0,Rivenditore,35129,padova
Audi A3 SPB 35 TFSI,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-benzina-nero-97977038-2f5d-4d79-992b-4d686942e543,35 TFSI,37000.0,40,manuale,2023,Benzina,110.0,Rivenditore,41051,castelnuovo rangone
Audi A3 TDI S tronic S line Identity Black Restyling!,https://www.autoscout24.it/annunci/audi-a3-tdi-s-tronic-s-line-identity-black-restyling-diesel-blu-azzurro-6ba5e5c3-bf6b-4967-954a-3275b4dfa81f,,38900.0,18800,automatico,2024,Diesel,110.0,Rivenditore,10086,rivarolo canavese
Audi A3 SPB 35 TFSI S tronic Business Advanced,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-s-tronic-business-advanced-elettrica-benzina-bianco-b659ce83-0caf-403f-b686-a54b10e2fe4f,35 TFSI,31900.0,11333,automatico,2023,Ibrido,110.0,Rivenditore,32030,arsie
Audi A3 Sedan 35 2.0 tdi S line edition s-tronic,https://www.autoscout24.it/annunci/audi-a3-sedan-35-2-0-tdi-s-line-edition-s-tronic-diesel-nero-f1c55d1b-e69c-4da4-a5d3-db6c765f5638,,35800.0,16322,automatico,2024,Diesel,110.0,Rivenditore,20126,milano
Audi A3 sedan 35 1.5 tfsi mhev 48v s line edition s tronic,https://www.autoscout24.it/annunci/audi-a3-sedan-35-1-5-tfsi-mhev-48v-s-line-edition-s-tronic-elettrica-benzina-grigio-b821beeb-944d-4451-b4bd-96c180cd466d,,39900.0,,automatico,,Ibrido,110.0,Rivenditore,30174,venezia
Audi A3 sportback 30 1.0 tfsi mhev business advanced s-tro,https://www.autoscout24.it/annunci/audi-a3-sportback-30-1-0-tfsi-mhev-business-advanced-s-tro-elettrica-benzina-argento-ea2c3e5e-cd79-455c-9e23-ad0e472b1d64,,30900.0,10640,automatico,2023,Ibrido,110.0,Rivenditore,47921,rimini
Audi A3 SPB 35 TDI S line edition - tetto apribile SENZA,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-line-edition-tetto-apribile-senza-diesel-bianco-7d61f4c2-d7c2-441b-8153-ec12139e18ac,35 TDI,39900.0,1,automatico,2024,Diesel,110.0,Rivenditore,12031,bagnolo piemonte
Audi A3 SPB 35 TFSI S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-s-tronic-s-line-edition-benzina-grigio-cb3c1d94-dd9a-4c33-b609-b42278698d5f,35 TFSI,39300.0,10,automatico,2023,Benzina,110.0,Rivenditore,41051,castelnuovo rangone
Audi A3 SPB 30 TDI S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-s-tronic-s-line-edition-diesel-bianco-ec932872-9784-4d0b-a511-058ceeaf615f,30 TDI,37500.0,13999,automatico,2024,Diesel,110.0,Rivenditore,40066,pieve cento
Audi A3 allstreet 35 TFSI S tronic Business Advanced,https://www.autoscout24.it/annunci/audi-a3-allstreet-35-tfsi-s-tronic-business-advanced-elettrica-benzina-nero-1683ec3e-84de-44cc-ae67-dc173b33d0ac,35 TFSI,39000.0,,automatico,,Ibrido,110.0,Rivenditore,40033,casalecchio reno
Audi A3 SPB 40 TFSI e S tronic Identity Black,https://www.autoscout24.it/annunci/audi-a3-spb-40-tfsi-e-s-tronic-identity-black-elettrica-benzina-grigio-0475ead7-a72a-4fd2-8196-0880bc59294d,40 TFSI,37590.0,11536,automatico,2024,Ibrido,110.0,Rivenditore,40138,bologna
Audi A3 SPB 35 TDI S tronic Business Advanced - SED. SPOR,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-business-advanced-sed-spor-diesel-nero-6badd1dc-b846-4794-8c1e-4674288070b9,35 TDI,36500.0,1,automatico,2025,Diesel,110.0,Rivenditore,20099,sesto san giovanni
Audi A3 SB 35 TDI S LINE EDITION S-TRONIC,https://www.autoscout24.it/annunci/audi-a3-sb-35-tdi-s-line-edition-s-tronic-diesel-bianco-2f92a1db-66db-4238-90d1-999ec663e963,35 TDI,32900.0,19710,automatico,2024,Diesel,110.0,Rivenditore,31015,conegliano
Audi A3 SPB 35 TDI S tronic S line *SCONTO IMMEDIATO*,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-s-line-sconto-immediato-diesel-verde-55f7f62c-1684-4be0-8a36-efe7b1e532e0,35 TDI,36450.0,7566,automatico,2024,Diesel,110.0,Rivenditore,35129,padova
Audi A3 SPB 35 TFSI S tronic Business Advanced,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-s-tronic-business-advanced-elettrica-benzina-nero-a3111417-6e0b-42ce-b23e-6154f1039dc3,35 TFSI,30700.0,4200,automatico,2023,Ibrido,110.0,Rivenditore,10040,almese
Audi A3 SPB 35 TFSI S tronic Business Advanced,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-s-tronic-business-advanced-elettrica-benzina-nero-67bb6b7d-f5dc-4f49-8c4a-f68de7b33154,35 TFSI,30900.0,5500,automatico,2023,Ibrido,110.0,Rivenditore,10040,almese
Audi A3 SPB 35 TDI S tronic S line edition pack nero plus,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-s-line-edition-pack-nero-plus-diesel-nero-3060599f-6138-4c15-9a68-10d1186366c2,35 TDI,36900.0,15999,automatico,2024,Diesel,110.0,Rivenditore,72013,ceglie messapica
Audi A3 sportback 30 2.0 tdi s line edition s tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-30-2-0-tdi-s-line-edition-s-tronic-diesel-nero-3d1ac994-8d9e-4034-81fb-39ec02c121c9,,31900.0,16314,automatico,2023,Diesel,110.0,Rivenditore,30174,venezia
Audi A3 SPB 35 TDI S tronic S line edition - LED+CERCHI 1,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-s-line-edition-led-cerchi-1-diesel-grigio-a3440023-99b5-4446-b064-d3268f8174ef,35 TDI,33300.0,15594,automatico,2024,Diesel,110.0,Rivenditore,20099,sesto san giovanni
"Audi A3 SPB 35 TDI S tronic S line Led Matrix Cockpit 18""",https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-s-line-led-matrix-cockpit-18-diesel-nero-31114fc6-7334-46e8-8fbf-05d8ee5735d2,35 TDI,40000.0,9950,automatico,2025,Diesel,110.0,Rivenditore,47899,
Audi A3 SPB 30 TDI S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-s-tronic-s-line-edition-diesel-blu-azzurro-ce9949e8-e80c-442a-9d37-f9421775bab1,30 TDI,35500.0,14676,automatico,2024,Diesel,110.0,Rivenditore,62100,macerata
Audi A3 A3 Sportback 2.0 tdi S line edition 150cv s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-2-0-tdi-s-line-edition-150cv-s-tronic-diesel-grigio-832d8ca8-cef0-459f-bddc-f637cc82a139,,38900.0,140,automatico,2025,Diesel,110.0,Rivenditore,80045,pompei
Audi A3 SPB 35TDI S tronic S line -MATRIX e TETTO APRIBILE,https://www.autoscout24.it/annunci/audi-a3-spb-35tdi-s-tronic-s-line-matrix-e-tetto-apribile-diesel-nero-cf998454-4630-4174-a7fc-b8c1c568b20b,35 TDI,38300.0,7900,automatico,2024,Diesel,110.0,Rivenditore,35010,borgoricco
Audi A3 sportback 35 1.5 tfsi mhev business advanced s-tro,https://www.autoscout24.it/annunci/audi-a3-sportback-35-1-5-tfsi-mhev-business-advanced-s-tro-elettrica-benzina-grigio-e1db5341-bc1f-4dc9-8b78-f77dc85464ea,,33900.0,6927,automatico,2024,Ibrido,110.0,Rivenditore,47921,rimini
Audi A3 SPB 35 TFSI S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-s-tronic-s-line-edition-benzina-blu-azzurro-8869baa4-9f07-45a9-9bbe-de74e5ac9117,35 TFSI,39300.0,10,automatico,2023,Benzina,110.0,Rivenditore,41051,castelnuovo rangone
Audi A3 sportback 35 1.5 tfsi mhev s line edition s-tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-35-1-5-tfsi-mhev-s-line-edition-s-tronic-elettrica-benzina-grigio-726e8852-6916-413b-a4d9-c021aca9c388,,33990.0,19998,automatico,2024,Ibrido,110.0,Rivenditore,35127,padova
Audi A3 allstreet 35 2.0 tdi Business Advanced s-tronic,https://www.autoscout24.it/annunci/audi-a3-allstreet-35-2-0-tdi-business-advanced-s-tronic-diesel-grigio-a78b7d1f-4e84-492d-8252-f299ff15bdb4,,38990.0,50,automatico,2024,Diesel,110.0,Rivenditore,80010,quarto
Audi A3 allstreet 35 TFSI S tronic,https://www.autoscout24.it/annunci/audi-a3-allstreet-35-tfsi-s-tronic-elettrica-benzina-blu-azzurro-dfa98b19-e3db-49bf-8582-492fbabcc8a7,35 TFSI,38500.0,5612,automatico,2024,Ibrido,110.0,Rivenditore,80058,torre annunziata
Audi A3 Sedan 30TFSI 116CV Business Advanced,https://www.autoscout24.it/annunci/audi-a3-sedan-30tfsi-116cv-business-advanced-benzina-nero-5c7bee2a-7913-46e7-a8f4-cd986e82c72f,30 TFSI,35300.0,,manuale,,Benzina,110.0,Rivenditore,37139,verona
Audi A3 SPB 35 TDI S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-s-line-edition-diesel-grigio-e0acc2e1-cc62-4fcd-a8f2-6ffef67b1754,35 TDI,39900.0,1,automatico,2025,Diesel,110.0,Rivenditore,35013,cittadella
Audi A3 sportback 35 2.0 tdi s line edition s tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-35-2-0-tdi-s-line-edition-s-tronic-diesel-blu-azzurro-a806a148-da6f-43bc-96bc-f5fe26cbdc76,,32800.0,17599,automatico,2024,Diesel,110.0,Rivenditore,10095,grugliasco
Audi A3 SPB Sportback 35 TFSI S tronic S Line mhev BLACK.P,https://www.autoscout24.it/annunci/audi-a3-spb-sportback-35-tfsi-s-tronic-s-line-mhev-black-p-elettrica-benzina-bianco-05bd9ff0-ca15-4454-810a-55d1f5f18e4f,35 TFSI,37600.0,18700,automatico,2024,Ibrido,110.0,Rivenditore,26041,casalmaggiore
Audi A3 SB AUDI  SPORTBACK 35 TDI S TRONIC MY 24,https://www.autoscout24.it/annunci/audi-a3-sb-audi-sportback-35-tdi-s-tronic-my-24-diesel-bianco-25b03960-c1da-49ad-b303-019cedabba97,35 TDI,31900.0,19500,automatico,2024,Diesel,110.0,Rivenditore,40055,castenaso
Audi A3 Sportback 35 1.5 HYBRID S line edition Black 19,https://www.autoscout24.it/annunci/audi-a3-sportback-35-1-5-hybrid-s-line-edition-black-19-elettrica-benzina-nero-5172b09f-454c-40c5-b54b-64010a1ba646,,37999.0,19999,automatico,2024,Ibrido,110.0,Rivenditore,38057,pergine valsugana
Audi A3 SPB 35 TFSI S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-s-tronic-s-line-edition-benzina-nero-70a7d2c9-7d35-4c44-86ec-7d689911ca79,35 TFSI,39300.0,10,automatico,2023,Benzina,110.0,Rivenditore,41051,castelnuovo rangone
Audi A3 SPB 35 TFSI S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-s-tronic-s-line-edition-benzina-nero-045c986b-72d4-4e38-b95d-802bb1bc522c,35 TFSI,39300.0,10,automatico,2023,Benzina,110.0,Rivenditore,41051,castelnuovo rangone
Audi A3 SPB 35 TFSI S tronic Business Advanced,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-s-tronic-business-advanced-elettrica-benzina-grigio-bc5a9b08-4a4b-4885-a0aa-28dfc4d8ba49,35 TFSI,35900.0,15,automatico,2025,Ibrido,110.0,Rivenditore,44122,ferrara
Audi A3 Sportback 30TFSI 116CV Business Advanced,https://www.autoscout24.it/annunci/audi-a3-sportback-30tfsi-116cv-business-advanced-benzina-nero-95be05a2-f139-491b-aabb-5a6f354c80ad,30 TFSI,35600.0,,manuale,,Benzina,110.0,Rivenditore,37139,verona
Audi A3 SPB 30 TDI S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-30-tdi-s-tronic-s-line-edition-diesel-blu-azzurro-154a8847-988e-4a59-a622-41385b6aad58,30 TDI,39950.0,8500,automatico,2024,Diesel,110.0,Rivenditore,40066,pieve cento
Audi A3 Sportback 30 TDI 116CV Stronic Sline Edition,https://www.autoscout24.it/annunci/audi-a3-sportback-30-tdi-116cv-stronic-sline-edition-diesel-giallo-2890217f-70d9-491a-87b6-263c79d0280e,30 TDI,33500.0,13342,automatico,2024,Diesel,110.0,Rivenditore,21100,varese
Audi A3 A3 Sportback 35 2.0 tdi Business Advanced s-tronic,https://www.autoscout24.it/annunci/audi-a3-a3-sportback-35-2-0-tdi-business-advanced-s-tronic-diesel-blu-azzurro-c58ec791-b3fb-466a-84db-d4921998c094,,31900.0,18000,automatico,2022,Diesel,110.0,Rivenditore,20851,lissone
Audi A3 SPB 35 TFSI S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-s-tronic-s-line-edition-benzina-bianco-87630fe2-cf94-4202-9acd-baa62b9f3042,35 TFSI,39300.0,10,automatico,2023,Benzina,110.0,Rivenditore,41051,castelnuovo rangone
Audi A3 sportback 35 1.5 tfsi mhev s line edition s-tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-35-1-5-tfsi-mhev-s-line-edition-s-tronic-elettrica-benzina-giallo-548067e7-125c-4295-bacc-ab991a63c073,,34500.0,12,automatico,2025,Ibrido,110.0,Rivenditore,10073,cirie
Audi A3 SPB 35 TDI S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-s-line-edition-diesel-2e150aaf-832b-498a-a063-4a62fc7b36f4,35 TDI,37590.0,1,automatico,2025,Diesel,110.0,Rivenditore,28040,borgo ticino
Audi A3 Sportback 35 1.5 tfsi mhev Edition One s-tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-35-1-5-tfsi-mhev-edition-one-s-tronic-elettrica-benzina-blu-azzurro-cc6e7035-ee42-4b95-8594-7e396d69549c,,31500.0,15000,automatico,2024,Ibrido,110.0,Rivenditore,24124,bergamo
Audi A3 SPB 35 TDI S tronic Business Advanced,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-business-advanced-diesel-nero-c465b106-f723-45f1-89ea-73f9cb8d84f6,35 TDI,39000.0,11,automatico,2025,Diesel,110.0,Rivenditore,41126,modena
Audi A3 allstreet 35 TDI S tronic Business,https://www.autoscout24.it/annunci/audi-a3-allstreet-35-tdi-s-tronic-business-diesel-grigio-effec725-425d-4391-9329-e0c3a94947ac,35 TDI,37500.0,6968,automatico,2024,Diesel,110.0,Rivenditore,16152,genova
Audi A3 allstreet 35 TFSI S tronic Business Advanced,https://www.autoscout24.it/annunci/audi-a3-allstreet-35-tfsi-s-tronic-business-advanced-elettrica-benzina-grigio-70e69965-dd4f-4297-b0b0-9f3452e7fdb0,35 TFSI,38900.0,,automatico,,Ibrido,110.0,Rivenditore,40033,casalecchio reno
Audi A3 sportback 40 1.4 tfsi e business advanced s-tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-40-1-4-tfsi-e-business-advanced-s-tronic-elettrica-benzina-grigio-1302076b-eff1-4982-b43e-1d67fa6ac48e,,35900.0,8054,automatico,2024,Ibrido,110.0,Rivenditore,24124,bergamo
Audi A3 SPORTBAK S.LINE TETTO/APRIBILE/CAMERA/MATRIX/SONOS,https://www.autoscout24.it/annunci/audi-a3-sportbak-s-line-tetto-apribile-camera-matrix-sonos-diesel-bianco-f56f3d73-b308-44d7-8a04-0d4fd9d444c8,,39999.0,18,automatico,2024,Diesel,110.0,Rivenditore,12038,savigliano
Audi A3 NUOVA A3 SPORTBACK 35 TDI BUSINESS S-TRONIC MY'25,https://www.autoscout24.it/annunci/audi-a3-nuova-a3-sportback-35-tdi-business-s-tronic-my-25-diesel-nero-e83ac0a3-c7a4-4b6a-9eee-477705a15b09,35 TDI,32750.0,,automatico,,Diesel,110.0,Rivenditore,24064,grumello monte
Audi A3 SPB 35 TDI S tronic S line edition - LED+CERCHI 1,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-s-line-edition-led-cerchi-1-diesel-nero-a16bd62f-926c-4692-bce4-b78513796d12,35 TDI,32900.0,19420,automatico,2024,Diesel,110.0,Rivenditore,20099,sesto san giovanni
Audi A3 Sportback 35 2.0 tdi S line Edition s-tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-35-2-0-tdi-s-line-edition-s-tronic-diesel-blu-azzurro-0d97a910-67cf-45e2-af9a-ae7592ab3ba4,,34900.0,12403,automatico,2024,Diesel,110.0,Rivenditore,57121,livorno
Audi A3 Sportback 35 TDI 150CV Stronic Sline Edition,https://www.autoscout24.it/annunci/audi-a3-sportback-35-tdi-150cv-stronic-sline-edition-diesel-nero-4d57b6da-b4a9-4a42-806d-0476583a1b65,35 TDI,35900.0,6772,automatico,2024,Diesel,110.0,Rivenditore,21100,varese
Audi A3 SPB TDI 85 kW Business,https://www.autoscout24.it/annunci/audi-a3-spb-tdi-85-kw-business-diesel-argento-31b28850-fa4d-47b9-83e1-4084df351fef,,31240.0,,manuale,,Diesel,110.0,Rivenditore,40066,pieve cento
Audi A3 SPB New Model 35 TDI S tronic S line edition Tetto,https://www.autoscout24.it/annunci/audi-a3-spb-new-model-35-tdi-s-tronic-s-line-edition-tetto-diesel-grigio-14756ef9-0e07-4179-bcf0-5b6a5c5d1fc2,35 TDI,37650.0,9998,automatico,2024,Diesel,110.0,Rivenditore,35129,padova
Audi A3 Allstreet 35TFSI 150CV S tronic Business Advanced,https://www.autoscout24.it/annunci/audi-a3-allstreet-35tfsi-150cv-s-tronic-business-advanced-elettrica-benzina-bianco-853a6b8a-e543-459c-be6e-05c2982386b7,35 TFSI,38500.0,1,automatico,2025,Ibrido,110.0,Rivenditore,37139,verona
Audi A3 SPB 35 TDI S tronic S Line #Tetto.Apr#NEWMODEL,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-s-line-tetto-apr-newmodel-diesel-bianco-098da0c2-d9f3-4d0f-ac71-31d698f41243,35 TDI,39700.0,10,automatico,2025,Diesel,110.0,Rivenditore,30035,mirano
Audi A3 SPB 35 TDI S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-s-line-edition-diesel-nero-7b707b1a-11dc-46e2-91f2-830b3eb88be6,35 TDI,39990.0,15,automatico,2025,Diesel,110.0,Rivenditore,20013,magenta
Audi A3 Sportback 1.5 tfsi mhev Bus. Advanced 150cv s-tron,https://www.autoscout24.it/annunci/audi-a3-sportback-1-5-tfsi-mhev-bus-advanced-150cv-s-tron-elettrica-benzina-grigio-a5444b28-fbdd-4560-b063-90d86375c54c,,39500.0,7000,automatico,2024,Ibrido,110.0,Rivenditore,61122,pesaro
Audi A3 SPB 35 TFSI S TRONIC S LINE NAVI VIRTUAL LED PDC,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-s-tronic-s-line-navi-virtual-led-pdc-elettrica-benzina-grigio-6f8a1ed3-b662-4874-8be5-178501f8b1a8,35 TFSI,32490.0,17500,automatico,2024,Ibrido,110.0,Rivenditore,43,ciampino
Audi A3 Sportback 35 TDI 150CV Stronic Sline Edition,https://www.autoscout24.it/annunci/audi-a3-sportback-35-tdi-150cv-stronic-sline-edition-diesel-grigio-80f22eac-47f5-46f3-abf4-73878a18a635,35 TDI,35600.0,12412,automatico,2024,Diesel,110.0,Rivenditore,21100,varese
Audi A3 SPORTBACK RESTYLING 35TDI S TRONIC S LINE TETTO,https://www.autoscout24.it/annunci/audi-a3-sportback-restyling-35tdi-s-tronic-s-line-tetto-diesel-nero-7619d145-5a26-4548-a452-1ef5aa333b68,35 TDI,37900.0,3000,automatico,2024,Diesel,110.0,Rivenditore,47838,riccione
Audi A3 4ª serie SPB 30 TDI Business Advanced,https://www.autoscout24.it/annunci/audi-a3-4-serie-spb-30-tdi-business-advanced-diesel-blu-azzurro-1cfabc26-7784-409c-8c8c-e8e352200836,30 TDI,36900.0,1,automatico,2024,Diesel,110.0,Rivenditore,80030,camposano
Audi A3 SPB 35 TDI S tronic S line edition Restyling,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-s-line-edition-restyling-diesel-grigio-8b5faff2-1e80-4a85-a414-8a892c40521a,35 TDI,36900.0,6000,automatico,2024,Diesel,110.0,Rivenditore,10156,torino
Audi A3 allstreet 35 2.0 tdi business advanced s-tronic,https://www.autoscout24.it/annunci/audi-a3-allstreet-35-2-0-tdi-business-advanced-s-tronic-diesel-grigio-73484d3f-7c24-45d3-87ec-22fb54cf6e73,,38990.0,5053,automatico,2024,Diesel,110.0,Rivenditore,10073,cirie
Audi A3 SPB 35 TDI S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-s-line-edition-diesel-grigio-d0230b5f-981e-44ec-bb4c-7b2c7b9a5752,35 TDI,38900.0,1,automatico,2025,Diesel,110.0,Rivenditore,30031,dolo
Audi A3 SPB 35 TDI S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-s-line-edition-diesel-bianco-ba51c6e5-52cd-4adb-80fc-9c6143836eff,35 TDI,37590.0,1,automatico,2025,Diesel,110.0,Rivenditore,20013,magenta
Audi A3 allstreet 35 TDI S tronic Business Advanced,https://www.autoscout24.it/annunci/audi-a3-allstreet-35-tdi-s-tronic-business-advanced-elettrica-diesel-nero-7441eb23-424c-491a-a923-63d2f6594c8b,35 TDI,39900.0,7265,automatico,2024,Ibrido,110.0,Rivenditore,44122,ferrara
Audi A3 SPB 35 TFSI S tronic S line edition,https://www.autoscout24.it/annunci/audi-a3-spb-35-tfsi-s-tronic-s-line-edition-elettrica-benzina-nero-e8c4f5d7-b43b-42ff-9c25-1c7f589c0823,35 TFSI,36950.0,1,automatico,2025,Ibrido,110.0,Rivenditore,31049,valdobbiadene
Audi A3 SPB Business Advanced My2025 restyling,https://www.autoscout24.it/annunci/audi-a3-spb-business-advanced-my2025-restyling-elettrica-benzina-grigio-e172c052-2440-4174-bc6b-22f021b8d367,,32399.0,16962,automatico,2024,Ibrido,110.0,Rivenditore,22077,olgiate comasco
Audi A3 SPB 35 TDI S tronic S line RESTYLING TETTO PROMO,https://www.autoscout24.it/annunci/audi-a3-spb-35-tdi-s-tronic-s-line-restyling-tetto-promo-diesel-grigio-e8d3d757-60f7-4565-9596-94863669d04a,35 TDI,36500.0,7800,automatico,2024,Diesel,110.0,Rivenditore,47822,santarcangelo romagna
Audi A3 sportback 35 2.0 tdi s line edition s-tronic,https://www.autoscout24.it/annunci/audi-a3-sportback-35-2-0-tdi-s-line-edition-s-tronic-diesel-bianco-5dcb74de-a175-4571-a8c2-1353b8f3c121,,33900.0,16796,automatico,2024,Diesel,110.0,Rivenditore,10073,cirie
